,market,pair,trade_price,trade_volume
52,Waves Decentralized Exchange,EOT/WAVES,$5.01,"$1,567"
53,COSS,WAVES/ETH,$5.20,$676
54,COSS,WAVES/BTC, $5.24,$519
55,Waves Decentralized Exchange,INCNT/WAVES,$5.62,$298
56,Waves Decentralized Exchange,PBT/WAVES,$5.48,$287
57,Waves Decentralized Exchange,MER/WAVES,$5.49,$256
58,Waves Decentralized Exchange,AHT/WAVES,$5.21,$109
59,Waves Decentralized Exchange,TKS/WAVES,$7.48,$84
60,Waves Decentralized Exchange,MBI/WAVES,$5.11,$80
61,Waves Decentralized Exchange,ETT/WAVES,$7.69,$73
62,Stocks.Exchange,WAVES/BTC,$4.94,$68
63,Waves Decentralized Exchange,WGO/WAVES,$5.06,$67
64,Waves Decentralized Exchange,COXST/WAVES,$5.13,$65
65,Waves Decentralized Exchange,DAR/WAVES,$4.74,$52
66,Cryptohub,WAVES/BTC,$4.80,$10 
67,Waves Decentralized Exchange,PING/WAVES,$3.79,$9
68,Waves Decentralized Exchange,RBX/WAVES,$5.11,$8
69,OpenLedger DEX,WAVES/BITUSD,$6.11,$5
70,Waves Decentralized Exchange,ZRC/WAVES,$4.57,$1
71,OpenLedger DEX,WAVES/BTC,$5.36,$0
72,OpenLedger DEX,WAVES/BTS,$5.28,$0
73,OpenLedger DEX,WAVES/BITCNY,$5.71,$0
74,Tidex,DOGE/WAVES,$5.31,$0
75,Tidex,BTS/WAVES,$5.49,$0
76,Tidex,ETH/WAVES,$7.04,$0
77,Cryptomate,WAVES/GBP,$5.54,$0
78,Waves Decentralized Exchange,WAVES/ETH,$6.58,$0
79,Coinrail,WAVES/KRW,$4.98,$0
80,Coinbe,WAVES/BTC,$0.598921,$0
81,Tidex,INCNT/WAVES,$14.05,$0
82,Tidex,MER/WAVES,$6.25,$0
83,Tidex,B@/WAVES,$1.61,$0
84,Tidex,RBX/WAVES,$1.28,$0
85,Tidex,WGO/WAVES,$2.06,$0
86,Tidex,MGO/WAVES,$4.28,$0
87,Tidex,SNM/WAVES,$5.17,$0
88,Tidex,BNT/WAVES,$6.37,$0 
89,Tidex,SNT/WAVES,$8.45,$0
90,Tidex,WGR/WAVES,$7.94,$0
91,Tidex,STA/WAVES,$3.05,$0
92,Waves Decentralized Exchange,SHDW/WAVES,$5.08,$0
93,Tidex,AHT/WAVES,$2.00,$0
94,Tidex,LIFE/WAVES,$4.29,$0
95,Tidex,RYZ/WAVES,$4.77,$0
