,market,pair,trade_price,trade_volume
62,CoinEx,EOS/BCH,$7.00,"$40,171"
63,YoBit,EOS/BTC,$7.02,"$39,712"
64,BigONE,EOS/USDT,$6.95,"$35,615"
65,Vebitcoin,EOS/TRY,$8.33,"$22,023"
66,OpenLedger DEX,EOS/BITCNY,$6.87,"$21,645"
67,YoBit,EOS/USD,$7.20,"$21,013"
68,Livecoin,EOS/BTC,$6.92,"$18,882 "
69,Livecoin,EOS/USD,$7.05,"$15,970"
70,BigONE,OCT/EOS,$6.98,"$15,494"
71,Ovis,EOS/TRY,$7.52,"$15,376"
72,CoinEx,EOS/BTC,$6.99,"$14,623"
73,Coinrail,EOS/KRW,$7.52,"$13,455"
74,Exrates,EOS/USD,$7.04,"$8,056"
75,COSS,EOS/BTC,$6.88,"$7,652"
76,EXX,EOS/QTUM,$6.21,"$5,603"
77,IDEX,EOS/ETH,$6.87,"$5,519"
78,COSS,EOS/ETH,$6.88,"$4,897"
79,Kucoin,EOS/NEO,$7.16,"$4,844"
80,OpenLedger DEX,EOS/BTC,$7.06,"$3,893"
81,DDEX,EOS/ETH,$6.07,"$3,326"
82,BigONE,MAG/EOS,$6.88,"$1,878"
83,Livecoin,EOS/ETH,$7.13,"$1,644"
84,Kuna,EOS/BTC,$5.97,"$1,123"
85,Mercatox,EOS/ETH,$6.91, $844
86,Tidex,EOS/BTC,$7.22,$650
87,Abucoins,EOS/BTC,$7.28,$296
88,BitFlip,EOS/USD,$4.67,$115
89,BitFlip,EOS/RUB,$6.88,$104
90,Paradex,EOS/WETH,$7.02,$73
91,Mercatox,EOS/BTC,$7.18,$71
92,Lykke Exchange,EOS/ETH, $6.88,$29
93,BitFlip,EOS/BTC,$4.11,$0
94,BitFlip,EOS/EUR,$6.79,$0
95,BitFlip,EOS/UAH,$5.71,$0
96,GOPAX,EOS/KRW,$7.32,"$3,747,590"
97,Cobinhood,EOS/ETH,$7.39,"$7,827"
98,Cobinhood,EOS/BTC,$7.24,"$6,143"
99,Cobinhood,EOS/USDT,$7.00,$0
