,market,pair,trade_price,trade_volume
76,Huobi,LET/USDT,$0.999615,"$2,287,070"
77,ZB.COM,BTS/USDT,$0.998009,"$2,285,870"
78,HitBTC,DASH/USDT,$0.978673,"$2,266,620"
79,Bittrex,LTC/USDT,$1.00,"$2,260,070"
80,Huobi,ELF/USDT,$0.998658,"$2,212,520"
81,Huobi,VEN/USDT,$1.01,"$2,199,070"
82,ZB.COM,BCC/USDT,$0.997156,"$2,190,930"
83,Kucoin,BTC/USDT,$0.999786,"$2,128,750"
84,Huobi,SNT/USDT,$1.03,"$2,113,640"
85,OKEx,ICX/USDT,$0.995641,"$2,083,110"
86,OKEx,HSR/USDT,$0.996450,"$2,040,470"
87,ZB.COM,XRP/USDT,$0.992057,"$1,989,890"
88,Huobi,TRX/USDT,$0.997547,"$1,973,130"
89,Poloniex,XMR/USDT,$0.996685,"$1,954,710"
90,Bittrex,ETC/USDT,$0.998946,"$1,861,760"
91,ZB.COM,QTUM/USDT,$1.01,"$1,813,300"
92,ZB.COM,LTC/USDT,$0.999370,"$1,731,500"
93,Huobi,SMT/USDT,$1.00,"$1,725,400"
94,Gate.io,BCD/USDT,$2.97,"$1,718,930"
95,OKEx,IOST/USDT,$0.986875,"$1,682,090"
96,CoinBene,LTC/USDT,$0.998731,"$1,673,440"
97,Huobi,GNT/USDT,$0.999970,"$1,617,420"
98,C2CX,ETH/USDT,$1.00,"$1,579,010"
99,OKEx,GTC/USDT,$1.01,"$1,525,590"
100,Poloniex,LTC/USDT,$1.00,"$1,511,310"
101,Gate.io,BTM/USDT,$1.00,"$1,500,340"
102,Gate.io,ETC/USDT,$1.00,"$1,443,600"
103,Huobi,CVC/USDT,$1.00,"$1,387,880"
104,EXX,BTC/USDT,$1.00,"$1,384,030"
105,OKEx,DASH/USDT, $1.00,"$1,363,380"
106,Upbit,ADA/USDT,$1.03,"$1,354,320"
107,Bittrex,BCC/USDT,$0.997343,"$1,264,730"
108,Gate.io,XRP/USDT,$0.995934,"$1,261,530"
109,OKEx,XEM/USDT,$1.01,"$1,246,890"
110,Kucoin,ETH/USDT,$1.00,"$1,216,790"
111,OKEx,OF/USDT,$1.01,"$1,168,970"
112,OKEx,LRC/USDT,$0.985409,"$1,117,360"
113,Gate.io,AE/USDT,$0.995968,"$1,099,220"
114,Liqui,ETH/USDT,$1.02,"$1,095,040"
115,Bittrex,ZEC/USDT,$0.998589,"$1,042,330"
116,OKEx,NAS/USDT,$0.997090,"$1,029,970"
117,Poloniex,ZEC/USDT,$0.996126,"$1,013,260"
118,OKEx,ELF/USDT,$1.00,"$1,010,520"
119,Bibox,ETH/USDT,$1.00,"$1,003,280"
120,Trade By Trade,DASH/USDT,$1.01,"$986,432"
121,Gate.io,OCN/USDT,$0.992436,"$951,143"
122,C2CX,ETC/USDT,$1.01," $929,352"
123,OKEx,SOC/USDT,$1.00,"$917,270"
124,Trade By Trade,LTC/USDT,$1.03,"$896,419"
125,Gate.io,ONT/USDT,$1.01,"$879,482"
126,C2CX,BCH/USDT,$1.00,"$879,457"
127,Bittrex,OMG/USDT,$0.998556,"$871,954"
128,Gate.io,DOGE/USDT,$0.997410,"$871,816"
129,OKEx,TRX/USDT,$1.00,"$858,745"
130,OKEx,XUC/USDT,$1.01,"$838,193"
131,OKEx,MANA/USDT,$0.989329,"$815,654"
132,Liqui,ADX/USDT,$1.02,"$805,298"
133,Kraken,USDT/USD,$0.999700,"$793,436"
134,EXX,ETH/USDT,$1.00,"$791,314"
135,OKEx,XLM/USDT,$1.01,"$782,430"
136,Bittrex,XMR/USDT,$1.00,"$775,959"
137,Gate.io,LRC/USDT,$0.984946,"$735,182"
138,Cryptopia,ORME/USDT,$1.00,"$702,369"
139,Gate.io,QTUM/USDT,$1.01,"$695,929"
140,Bibox,EOS/USDT,$0.995268,"$681,528"
141,Cryptopia,BTC/USDT,$1.00,"$678,025"
142,Gate.io,FIL/USDT,$0.961314,"$675,669"
143,OKEx,PRA/USDT,$1.00,"$661,432"
144,Bittrex,BTG/USDT,$1.01,"$655,780"
145,Bittrex,XVG/USDT,$1.01,"$650,124"
146,OKEx,DPY/USDT,$0.999118," $627,929"
147,HitBTC,BTG/USDT,$0.987971,"$601,072"
148,HitBTC,TRX/USDT,$0.981937,"$596,580"
149,Gate.io,ADA/USDT,$0.959377,"$583,936"
150,Gate.io,NEO/USDT,$0.995410,"$581,447"
151,Liqui,GUP/USDT,$1.01,"$576,012"
152,C2CX,LTC/USDT,$0.998383,"$572,279"
153,HitBTC,STX/USDT,$0.998745,"$566,416"
154,Gate.io,LTC/USDT,$0.998847,"$556,388"
155,Bibox,BIX/USDT,$1.03,"$549,187"
156,HitBTC,VIB/USDT,$0.990673,"$545,775"
157,Gate.io,NAS/USDT,$1.00,"$542,636"
158,OKEx,TRUE/USDT,$1.01," $532,901"
159,OKEx,KCASH/USDT,$0.996912,"$526,657"
160,OKEx,AAC/USDT,$1.01,"$510,587"
161,HitBTC,ETC/USDT,$0.980350,"$480,404"
162,Trade By Trade,BCH/USDT,$1.04,"$460,605"
163,Bibox,BTC/USDT,$1.01,"$458,664"
164,Gate.io,GTC/USDT,$0.970899,"$451,263"
165,HitBTC,BNT/USDT,$0.980277,"$444,844"
166,Upbit,ETH/USDT,$0.999645,"$439,840"
167,OKEx,ACT/USDT,$0.958759,"$418,726"
168,Gate.io,HSR/USDT,$0.989881,"$414,402"
169,OKEx,HMC/USDT,$1.01,"$398,648"
170,OKEx,INS/USDT,$1.01," $382,370"
171,Liqui,LDC/USDT,$1.05,"$374,842"
172,HitBTC,XDN/USDT,$0.977111,"$363,476"
173,C2CX,ZEC/USDT,$1.01,"$342,149"
174,Gate.io,VEN/USDT,$1.02,"$340,729"
175,Upbit,NEO/USDT,$1.01,"$335,250"
176,Poloniex,NXT/USDT,$0.999406,"$331,624"
177,HitBTC,DOGE/USDT,$0.988133,"$330,672"
178,OKEx,ABT/USDT,$0.941554,"$324,593"
179,Bittrex,DASH/USDT,$1.00,"$321,111"
180,Poloniex,DASH/USDT,$0.997166,"$319,733"
181,EXX,ETC/USDT,$1.01,"$318,017"
182,Upbit,XRP/USDT,$0.998536," $317,648"
183,Exmo,BTC/USDT,$1.01,"$311,247"
184,Gate.io,TRX/USDT,$1.00,"$307,111"
185,Gate.io,GEM/USDT,$0.999918,"$292,446"
186,OKEx,STC/USDT,$1.01,"$285,305"
187,OKEx,SWFTC/USDT,$0.997597,"$281,167"
188,EXX,QTUM/USDT,$1.02,"$280,679"
189,OKEx,INT/USDT,$1.01,"$274,700"
190,EXX,LTC/USDT,$1.00,"$266,366"
191,OKEx,LIGHT/USDT,$0.999541,"$265,762"
192,OKEx,MTL/USDT,$1.01,"$263,131"
193,OKEx,GNX/USDT,$0.999196,"$260,001"
194,HitBTC,TNT/USDT,$0.981495,"$254,146"
195,OKEx,THETA/USDT,$1.01,"$247,797"
196,Kucoin,NEO/USDT,$0.989573,"$245,724"
197,CoinBene,MOAC/USDT,$1.00,"$244,896"
198,Gate.io,TSL/USDT,$1.02,"$243,890"
199,HitBTC,XEM/USDT,$0.967184,"$242,032"
200,Gate.io,RUFF/USDT,$1.01,"$239,974"
201,OKEx,SNT/USDT,$1.02,"$239,243"
202,Bibox,LTC/USDT,$0.999994,"$238,462"
203,OKEx,YOYO/USDT,$1.01,"$228,895"
204,OKEx,BTG/USDT,$1.01,"$227,145"
205,OKEx,KNC/USDT,$0.988187,"$221,746"
206,OKEx,NULS/USDT,$0.992395,"$221,467"
207,OKEx,SHOW/USDT,$0.985185,"$221,247"
208,OKEx,ITC/USDT,$1.01,"$218,205"
209,Gate.io,THETA/USDT,$1.00,"$215,876"
210,Gate.io,SMT/USDT,$0.994329,"$214,482"
211,C2CX,BTG/USDT,$1.01,"$214,329"
212,OKEx,ZEC/USDT,$0.999719,"$210,732"
213,Gate.io,ICX/USDT,$0.990702,"$197,918"
214,AEX,BTC/USDT,$0.997363,"$187,032"
215,Gate.io,BAT/USDT,$1.03,"$182,975"
216,Kucoin,XRB/USDT,$0.997605,"$175,576"
217,OKEx,RCT/USDT,$1.05,"$172,525"
218,OKEx,AUTO/USDT,$1.01," $165,517"
219,Gate.io,JNT/USDT,$0.990778,"$163,764"
220,OKEx,OMG/USDT,$1.04,"$161,391"
221,Gate.io,LEDU/USDT,$0.998127,"$160,180"
222,HitBTC,XTZ/USDT,$0.980353,"$159,878"
223,C2CX,ZRX/USDT,$0.998863,"$159,723"
224,ZB.COM,CHAT/USDT,$1.01,"$157,164"
225,Coinut,LTC/USDT,$0.997223,"$150,691"
226,CoinBene,SWTC/USDT,$1.00,"$149,608"
227,Gate.io,BTS/USDT,$1.00,"$149,551"
228,C2CX,DASH/USDT,$1.00,"$148,410"
229,Poloniex,REP/USDT,$1.01,"$147,512"
230,Gate.io,BCH/USDT,$0.992052,"$147,303"
231,HitBTC,BMC/USDT,$0.991454,"$145,681"
232,CoinBene,OMG/USDT,$1.00,"$142,609"
233,Coinut,ETH/USDT,$1.00,"$142,388 "
234,OKEx,DGD/USDT,$1.12,"$139,955"
235,Gate.io,ZIL/USDT,$1.01,"$136,220"
236,Cryptopia,ETH/USDT,$1.01,"$130,214"
237,Upbit,ETC/USDT,$1.00,"$128,905"
238,EXX,HSR/USDT,$1.01,"$128,892"
239,OKEx,TNB/USDT,$1.01,"$127,081"
240,Gate.io,XLM/USDT, $1.00,"$125,493"
241,Liqui,BAT/USDT,$1.03,"$124,602"
242,OKEx,RNT/USDT,$0.987326,"$124,195"
243,Gate.io,BTO/USDT,$1.03,"$123,679"
244,Gate.io,GXS/USDT,$0.999844,"$122,902"
245,Upbit,BTG/USDT,$1.02,"$122,694 "
246,OKEx,WRC/USDT,$0.974428,"$120,062"
247,ZB.COM,HLC/USDT,$1.12,"$119,204"
248,Gate.io,ABT/USDT,$0.975786,"$118,351"
249,OKEx,MDT/USDT,$0.967069,"$116,184"
250,Kucoin,LTC/USDT,$0.997840,"$113,038"
251,Cryptopia,ETN/USDT,$1.00,"$111,599"
252,OKEx,VEE/USDT,$1.03,"$110,933"
253,HitBTC,ZRX/USDT,$0.972950,"$109,223"
254,Kucoin,KCS/USDT,$1.04,"$108,618"
255,HitBTC,AIR/USDT,$0.996624,"$108,076"
256,OKEx,BKX/USDT,$1.01,"$106,530"
257,OKEx,1ST/USDT,$1.00,"$106,522 "
258,HitBTC,NXT/USDT,$0.981289,"$103,779"
259,Coinut,ETC/USDT,$1.00,"$103,542"
260,Bittrex,NXT/USDT,$1.02,"$102,813"
261,OKEx,ONT/USDT,$1.01,"$102,755"
262,OKEx,CAN/USDT,$1.05,"$102,585"
263,Kucoin,DRGN/USDT,$0.984613,"$102,131"
264,Liqui,KNC/USDT,$1.03,"$101,290"
265,Trade By Trade,NEOS/USDT,$1.01,"$99,852"
266,Liqui,GNT/USDT,$1.02,"$98,674"
267,Liqui,ICN/USDT,$1.01,"$97,618"
268,Liqui,BMC/USDT,$1.02,"$96,814"
269,Liqui,AST/USDT,$1.03,"$96,082 "
270,AEX,EOS/USDT,$1.01,"$95,554"
271,Gate.io,DDD/USDT,$1.02,"$95,199"
272,OKEx,CMT/USDT,$1.03,"$94,441"
273,Liqui,EOS/USDT,$1.02,"$93,118"
274,Trade By Trade,BTCD/USDT,$0.984274,"$92,081"
275,Liqui,LTC/USDT,$1.02,"$91,773"
276,Liqui,SALT/USDT, $1.02,"$91,406"
277,Liqui,SNT/USDT,$1.04,"$90,905"
278,OKEx,AIDOC/USDT,$1.02,"$90,235"
279,OKEx,GAS/USDT,$1.01,"$89,724"
280,Gate.io,BCX/USDT,$1.31,"$89,433"
281,OKEx,UGC/USDT,$1.00,"$85,648"
282,Liqui,WAVES/USDT,$1.02,"$85,452"
283,Liqui,BCC/USDT,$1.03,"$84,196"
284,Gate.io,DBC/USDT,$0.993245,"$83,435"
285,Trade By Trade,STRAT/USDT,$1.02,"$83,036"
286,Tidex,BTC/USDT,$1.01,"$82,161"
287,Trade By Trade,NMC/USDT,$1.01,"$82,009"
288,OKEx,CTR/USDT,$0.909291 ,"$80,055"
289,Liqui,TNT/USDT,$1.02,"$79,890"
290,CoinBene,NULS/USDT,$0.988227,"$79,771"
291,Gate.io,XMR/USDT,$0.999935,"$78,375"
292,Liqui,DASH/USDT,$1.02,"$78,101"
293,Liqui,TAAS/USDT,$1.02,"$77,826"
294,CoinBene,AE/USDT,$1.02,"$76,608"
295,Gate.io,KNC/USDT,$0.988832,"$76,093"
296,Liqui,MLN/USDT,$1.00,"$76,081"
297,Liqui,SAN/USDT,$1.01,"$75,688"
298,OKEx,SMT/USDT,$0.994329,"$75,582"
299,Gate.io,SNT/USDT,$1.01,"$75,173"
300,Tidex,ETH/USDT,$1.01,"$74,009"
301,OKEx,EVX/USDT,$1.08,"$73,821"
302,Liqui,ZRX/USDT,$1.03,"$72,197"
303,Liqui,ANT/USDT,$1.03,"$70,379"
304,Gate.io,ZEC/USDT,$1.01,"$70,331"
305,Gate.io,LUN/USDT,$0.980677,"$69,812"
306,Coinut,BTC/USDT,$0.999572,"$69,808"
307,OKEx,DADI/USDT,$1.06,"$68,130"
308,AEX,ETC/USDT,$1.02,"$67,711"
309,Liqui,DNT/USDT,$1.01,"$67,640"
310,Gate.io,ELF/USDT,$1.02,"$67,345"
311,Liqui,ENG/USDT,$1.01,"$65,865"
312,Liqui,STX/USDT,$1.03,"$65,810"
313,Liqui,MGO/USDT,$1.01,"$65,466"
314,Liqui,TIME/USDT,$1.01,"$65,008"
315,OKEx,CHAT/USDT,$0.938619,"$64,659"
316,HitBTC,NGC/USDT,$1.00,"$64,379"
317,OKEx,QUN/USDT,$1.01,"$64,044"
318,OKEx,XMR/USDT,$0.992293,"$63,821"
319,Liqui,STORJ/USDT,$1.03,"$63,678"
320,HitBTC,PRG/USDT,$0.986503,"$63,642"
321,Liqui,PRO/USDT,$1.05,"$63,083"
322,Gate.io,INK/USDT,$0.957006,"$62,983"
323,OKEx,TOPC/USDT,$1.04,"$62,764"
324,Liqui,TKN/USDT,$1.02,"$62,645"
325,Liqui,SNGLS/USDT,$1.01,"$62,458"
326,Liqui,RLC/USDT,$1.02,"$62,359"
327,Liqui,PTOY/USDT,$1.02,"$62,161"
328,Gate.io,MDS/USDT,$1.01,"$61,303"
329,Upbit,OMG/USDT, $1.00,"$61,089"
330,Gate.io,MOBI/USDT,$1.03,"$61,031"
331,Tidex,WAVES/USDT,$1.01,"$60,935"
332,Liqui,CFI/USDT,$1.01,"$60,483"
333,Liqui,MANA/USDT,$1.02,"$59,490"
334,ZB.COM,TOPC/USDT,$1.01,"$59,439"
335,Liqui,EDG/USDT,$1.03,"$59,357"
336,Liqui,AE/USDT,$1.02,"$59,249"
337,Gate.io,MED/USDT,$0.991099,"$58,767"
338,Liqui,QRL/USDT,$1.02,"$58,468"
339,HitBTC,BAR/USDT,$0.979114,"$58,244"
340,Trade By Trade,RADS/USDT,$1.01,"$57,538"
341,Liqui,MYST/USDT,$1.02 ,"$57,533"
342,Liqui,OAX/USDT,$1.01,"$57,429"
343,Gate.io,BLZ/USDT,$1.01,"$56,473"
344,Gate.io,KICK/USDT,$1.00,"$56,039"
345,Trade By Trade,PPC/USDT,$1.01,"$54,700"
346,Gate.io,QASH/USDT,$1.02,"$54,483"
347,Cryptopia,LTC/USDT,$1.01,"$54,373"
348,ZB.COM,INK/USDT,$0.966821,"$54,042"
349,Upbit,LTC/USDT,$1.01,"$53,289"
350,Liqui,TRST/USDT,$1.01,"$53,164"
351,Gate.io,CDT/USDT,$0.987625,"$52,905"
352,Gate.io,BCDN/USDT,$1.00,"$51,906"
353,OKEx,FAIR/USDT,$1.04,"$51,865"
354,Trade By Trade,PIVX/USDT,$0.999445,"$51,832"
355,Liqui,WINGS/USDT,$1.02,"$51,634"
356,C2CX,TNB/USDT,$1.04,"$51,250"
357,Upbit,BCC/USDT,$1.01,"$50,442"
358,OKEx,STORJ/USDT,$1.01,"$50,388"
359,OKEx,TIO/USDT,$1.01,"$49,181"
360,Gate.io,BOT/USDT,$1.05,"$49,156"
361,CoinBene,MDA/USDT,$0.996421,"$49,149"
362,Exmo,ETH/USDT,$1.01,"$48,721"
363,Liqui,VEN/USDT,$1.03,"$48,335"
364,HitBTC,ADA/USDT,$0.995245,"$48,174"
365,Bibox,QTUM/USDT,$1.08,"$48,063"
366,Gate.io,DGD/USDT,$1.01,"$47,738"
367,HitBTC,QTUM/USDT,$0.994169,"$47,220"
368,HitBTC,MAID/USDT,$0.983933,"$46,591"
369,Exmo,USDT/USD,$1.02,"$45,867"
370,Liqui,SNM/USDT,$1.00,"$45,565"
371,Liqui,REN/USDT,$1.01,"$45,380"
372,Liqui,WPR/USDT,$0.992888,"$45,000"
373,OKEx,NANO/USDT,$1.05,"$44,728"
374,Gate.io,MDT/USDT,$1.01,"$44,049"
375,Tidex,LTC/USDT,$1.01,"$43,874"
376,BigONE,ETH/USDT,$0.996828,"$43,311"
377,Gate.io,MANA/USDT,$0.989329,"$43,148"
378,C2CX,FUN/USDT,$1.02,"$43,082"
379,OKEx,SSC/USDT,$0.997405,"$42,216"
380,Trade By Trade,BTM/USDT,$0.458875,"$40,980"
381,Trade By Trade,XBC/USDT,$0.998897,"$40,380"
382,Liqui,NEU/USDT,$1.02,"$39,501"
383,Kucoin,TNC/USDT,$0.988741,"$39,155"
384,HitBTC,ICX/USDT,$1.23,"$38,457"
385,Liqui,AION/USDT,$1.02,"$38,077"
386,Trade By Trade,VTC/USDT,$1.01,"$38,016"
387,Liqui,PAY/USDT,$1.03,"$38,004"
388,Liqui,DGD/USDT,$1.03,"$37,957"
389,OKEx,DAT/USDT,$1.02,"$37,038"
390,Gate.io,IOTA/USDT,$0.971509,"$36,967"
391,OKEx,MOF/USDT,$1.02,"$36,920"
392,Liqui,INS/USDT,$1.03,"$36,820"
393,Gate.io,CTR/USDT,$0.985647,"$36,420"
394,Cryptopia,BCH/USDT,$1.01,"$36,026"
395,Liqui,NET/USDT,$1.02,"$35,935"
396,Liqui,BNT/USDT,$1.02,"$35,791"
397,BigONE,EOS/USDT,$1.01,"$35,618"
398,ZB.COM,BTC/USDT,$0.995607,"$12,529,900"
399,HitBTC,NEO/USDT,$0.970795,"$1,054,200"
